GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,AGE25-PLUS,25+ years,,MLE,Male,,,,,,,,129.9 [122.5-137.2],129.90000,122.50000,137.20000,,,
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2007,2007,,EMR,Eastern Mediterranean,,DJI,2007,2007,Djibouti,,AGE25-PLUS,25+ years,,MLE,Male,,,,,,,,130.6 [122.8-138.4],130.60000,122.80000,138.40000,,,
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,,,,126.2 [115.7-136.6],126.20000,115.70000,136.60000,,,
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1985,1985,,EMR,Eastern Mediterranean,,DJI,1985,1985,Djibouti,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,,,,126.0 [117.4-134.4],126.00000,117.40000,134.40000,,,
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1987,1987,,EMR,Eastern Mediterranean,,DJI,1987,1987,Djibouti,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,,,,125.9 [117.7-134.1],125.90000,117.70000,134.10000,,,
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1989,1989,,EMR,Eastern Mediterranean,,DJI,1989,1989,Djibouti,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,,,,125.9 [117.8-133.9],125.90000,117.80000,133.90000,,,
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,DJI,1994,1994,Djibouti,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,,,,125.5 [117.4-133.4],125.50000,117.40000,133.40000,,,
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1996,1996,,EMR,Eastern Mediterranean,,DJI,1996,1996,Djibouti,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,,,,125.3 [117.4-133.2],125.30000,117.40000,133.20000,,,
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2003,2003,,EMR,Eastern Mediterranean,,DJI,2003,2003,Djibouti,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,,,,125.2 [117.3-132.7],125.20000,117.30000,132.70000,,,
BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,,,,125.4 [117.3-133.1],125.40000,117.30000,133.10000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1986,1986,,EMR,Eastern Mediterranean,,DJI,1986,1986,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,38.3 [28.3-48.6],38.30000,28.30000,48.60000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,DJI,1994,1994,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,35.1 [25.5-45.3],35.10000,25.50000,45.30000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2002,2002,,EMR,Eastern Mediterranean,,DJI,2002,2002,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,32.2 [23.6-42.1],32.20000,23.60000,42.10000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,33.6 [24.4-43.7],33.60000,24.40000,43.70000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,28.3 [18.4-40.0],28.30000,18.40000,40.00000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,39.5 [28.7-50.4],39.50000,28.70000,50.40000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2004,2004,,EMR,Eastern Mediterranean,,DJI,2004,2004,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,31.6 [23.1-41.1],31.60000,23.10000,41.10000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,30.4 [21.8-39.8],30.40000,21.80000,39.80000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,26.2 [17.5-36.0],26.20000,17.50000,36.00000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,25.5 [16.3-36.5],25.50000,16.30000,36.50000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1975,1975,,EMR,Eastern Mediterranean,,DJI,1975,1975,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,37.6 [24.5-51.6],37.60000,24.50000,51.60000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1976,1976,,EMR,Eastern Mediterranean,,DJI,1976,1976,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,37.5 [25.0-50.8],37.50000,25.00000,50.80000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,DJI,1991,1991,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,34.1 [25.2-43.8],34.10000,25.20000,43.80000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,36.9 [26.7-47.5],36.90000,26.70000,47.50000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,DJI,1994,1994,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,32.9 [24.1-42.5],32.90000,24.10000,42.50000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1978,1978,,EMR,Eastern Mediterranean,,DJI,1978,1978,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,37.4 [26.0-49.4],37.40000,26.00000,49.40000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1987,1987,,EMR,Eastern Mediterranean,,DJI,1987,1987,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,35.5 [26.3-45.2],35.50000,26.30000,45.20000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1988,1988,,EMR,Eastern Mediterranean,,DJI,1988,1988,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,35.1 [26.1-44.9],35.10000,26.10000,44.90000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1995,1995,,EMR,Eastern Mediterranean,,DJI,1995,1995,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,32.6 [23.8-42.0],32.60000,23.80000,42.00000,,,
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,31.4 [22.9-40.5],31.40000,22.90000,40.50000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,32.0 [22.0-43.2],32.00000,22.00000,43.20000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,25.3 [18.0-33.8],25.30000,18.00000,33.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1989,1989,,EMR,Eastern Mediterranean,,DJI,1989,1989,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,29.6 [21.1-39.3],29.60000,21.10000,39.30000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,DJI,1994,1994,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,28.1 [19.8-37.6],28.10000,19.80000,37.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,31.3 [21.9-41.5],31.30000,21.90000,41.50000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,DJI,1999,1999,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,26.8 [18.9-35.9],26.80000,18.90000,35.90000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2006,2006,,EMR,Eastern Mediterranean,,DJI,2006,2006,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,25.1 [17.8-33.4],25.10000,17.80000,33.40000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1977,1977,,EMR,Eastern Mediterranean,,DJI,1977,1977,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,32.8 [21.4-45.5],32.80000,21.40000,45.50000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,DJI,2010,2010,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,24.1 [16.5-33.3],24.10000,16.50000,33.30000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1981,1981,,EMR,Eastern Mediterranean,,DJI,1981,1981,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,31.8 [22.0-42.6],31.80000,22.00000,42.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1976,1976,,EMR,Eastern Mediterranean,,DJI,1976,1976,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,29.5 [18.4-42.6],29.50000,18.40000,42.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,28.2 [19.5-38.2],28.20000,19.50000,38.20000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1986,1986,,EMR,Eastern Mediterranean,,DJI,1986,1986,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,27.5 [19.2-36.9],27.50000,19.20000,36.90000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1996,1996,,EMR,Eastern Mediterranean,,DJI,1996,1996,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,24.5 [17.1-33.1],24.50000,17.10000,33.10000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1977,1977,,EMR,Eastern Mediterranean,,DJI,1977,1977,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,29.4 [18.8-41.8],29.40000,18.80000,41.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2003,2003,,EMR,Eastern Mediterranean,,DJI,2003,2003,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,22.6 [15.9-30.4],22.60000,15.90000,30.40000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,28.8 [19.4-39.7],28.80000,19.40000,39.70000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,28.4 [19.5-38.6],28.40000,19.50000,38.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,22.1 [15.4-29.6],22.10000,15.40000,29.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.4 [13.0-29.0],20.40000,13.00000,29.00000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1989,1989,,EMR,Eastern Mediterranean,,DJI,1989,1989,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,131.6 [124.1-138.8],131.60000,124.10000,138.80000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1996,1996,,EMR,Eastern Mediterranean,,DJI,1996,1996,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.7 [123.3-137.9],130.70000,123.30000,137.90000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2004,2004,,EMR,Eastern Mediterranean,,DJI,2004,2004,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.3 [123.3-137.3],130.30000,123.30000,137.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2007,2007,,EMR,Eastern Mediterranean,,DJI,2007,2007,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.3 [123.3-137.4],130.30000,123.30000,137.40000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.3 [123.1-137.5],130.30000,123.10000,137.50000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,129.9 [121.4-138.9],129.90000,121.40000,138.90000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1975,1975,,EMR,Eastern Mediterranean,,DJI,1975,1975,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,132.6 [122.5-142.6],132.60000,122.50000,142.60000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,DJI,1990,1990,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,131.4 [123.9-138.7],131.40000,123.90000,138.70000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2006,2006,,EMR,Eastern Mediterranean,,DJI,2006,2006,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.3 [123.3-137.4],130.30000,123.30000,137.40000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1979,1979,,EMR,Eastern Mediterranean,,DJI,1979,1979,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,130.5 [121.1-139.4],130.50000,121.10000,139.40000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,DJI,1991,1991,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,129.4 [121.8-137.1],129.40000,121.80000,137.10000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2006,2006,,EMR,Eastern Mediterranean,,DJI,2006,2006,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,127.8 [120.4-135.1],127.80000,120.40000,135.10000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1977,1977,,EMR,Eastern Mediterranean,,DJI,1977,1977,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,130.5 [120.5-140.1],130.50000,120.50000,140.10000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2004,2004,,EMR,Eastern Mediterranean,,DJI,2004,2004,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,127.9 [120.6-135.2],127.90000,120.60000,135.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2011,2011,,EMR,Eastern Mediterranean,,DJI,2011,2011,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,127.2 [118.9-135.4],127.20000,118.90000,135.40000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1995,1995,,EMR,Eastern Mediterranean,,DJI,1995,1995,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,128.9 [121.5-136.5],128.90000,121.50000,136.50000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1975,1975,,EMR,Eastern Mediterranean,,DJI,1975,1975,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,130.6 [119.6-141.0],130.60000,119.60000,141.00000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1992,1992,,EMR,Eastern Mediterranean,,DJI,1992,1992,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,129.3 [121.7-136.9],129.30000,121.70000,136.90000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,DJI,1999,1999,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,128.4 [121.0-135.9],128.40000,121.00000,135.90000,,,
